"CompactOpportunityCardsc__JobCardTitleNoStyleAnchor-sc-dkg8my-12","CompactOpportunityCardsc__JobCardTitleNoStyleAnchor-sc-dkg8my-12 href","CompactOpportunityCardsc__SalaryWrapper-sc-dkg8my-32","TagStyle__TagContentWrapper-sc-r1wv7a-1","TagStyle__TagContentWrapper-sc-r1wv7a-1 2","TagStyle__TagContentWrapper-sc-r1wv7a-1 3","TagStyle__TagContentWrapper-sc-r1wv7a-1 4","TagStyle__TagContentWrapper-sc-r1wv7a-1 5","ThumborImagesc__CustomImage-sc-1uzwahj-0 src","CompactOpportunityCardsc__CompanyLink-sc-dkg8my-14","CompactOpportunityCardsc__CompanyLink-sc-dkg8my-14 href","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 href","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 2","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 href 2","TypographyStyles__StyledTypography-sc-ro16eu-0","CompactOpportunityCardsc__NotDisclosedMessage-sc-dkg8my-28"
"Data Engineer (HN/HCM)","https://glints.com/vn/opportunities/jobs/data-engineer-hn-hcm/cef38fa0-caad-43df-a79c-833024667be6?utm_referrer=explore&traceInfo=6a5de7555806faf457d03d13832b4b5f","₫ 15-35 Tr","Việc làm fulltime","3 – 5 năm","Tối thiểu Cử Nhân","Data Engineer","+14","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/dd0b3ac359134639c75766fa6a6c72a2.jpg","SotaTek","https://glints.com/vn/companies/sotatek/48c0bb86-7c5d-4391-8af0-fdc032279471","Quận Cầu Giấy","https://glints.com/vn/job-location/vietnam/ha-noi/quan-cau-giay","Hà Nội","https://glints.com/vn/job-location/vietnam/ha-noi","",""
"Junior Automation Engineer (Playwright, JavaScript, QA/QC)","https://glints.com/vn/opportunities/jobs/junior-automation-engineer-playwright-javascript-qa-qc/d3e2099e-72f5-4775-b5af-96b32b2268bf?utm_referrer=explore&traceInfo=6a5de7555806faf457d03d13832b4b5f","","Việc làm fulltime","Tối thiểu Cử Nhân","Regression Testing","JavaScript","+11","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/4980701bffd836bb029d62bdd2b61393.jpg","Ekino Vietnam","https://glints.com/vn/companies/ekino-vietnam/5745fe75-300e-477a-b115-713883cee49b","Quận Mười Một","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-muoi-mot","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","","Không công khai"
"Product Owner","https://glints.com/vn/opportunities/jobs/product-owner/a0e8f100-c1b7-411c-9459-435b91baad93?utm_referrer=explore&traceInfo=6a5de7555806faf457d03d13832b4b5f","","Việc làm fulltime","3 – 5 năm","Tối thiểu Cử Nhân","Product Owner","+2","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/439c1bd9edc617fbfc96dc3d56212a80.jpg","Panasonic Việt Nam","https://glints.com/vn/companies/panasonic-viet-nam/a3d594a0-baaa-44e7-b028-566b0ad79b9a","Quận Ba Đình","https://glints.com/vn/job-location/vietnam/ha-noi/quan-ba-dinh","Hà Nội","https://glints.com/vn/job-location/vietnam/ha-noi","","Không công khai"
"Business Development (Sale B2B)","https://glints.com/vn/opportunities/jobs/business-development-sale-b2b/56beac74-abc0-49b1-b26d-19c740284282?utm_referrer=explore&traceInfo=6a5de7555806faf457d03d13832b4b5f","₫ 8-12 Tr","Việc làm fulltime","Tối thiểu Cao Đẳng","Business Negotiation","Business Development","+1","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/57dd0a3fdfc75ad50b3cb4fe2e9e9a30.png","DayOne Technologies","https://glints.com/vn/companies/dayone-technologies/14b56fa5-4741-4ce2-9673-1b2ad1ae77fc","Quận Tân Bình","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-tan-binh","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","",""
"Cyber Security Consultant/Pre-Sales","https://glints.com/vn/opportunities/jobs/cyber-security-consultant-pre-sales/ab800eed-41c6-4e65-a822-45b0b93b9ea0?utm_referrer=explore&traceInfo=6a5de7555806faf457d03d13832b4b5f","","Việc làm fulltime","1 – 3 năm","Tối thiểu Cử Nhân","IT Security","+2","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/18612f67117955646f4cec60ba94feb4.png","FPT Telecom International","https://glints.com/vn/companies/fpt-telecom-international/20a1ceb0-3c60-4d24-8cce-c9a9091a545a","Quận Cầu Giấy","https://glints.com/vn/job-location/vietnam/ha-noi/quan-cau-giay","Hà Nội","https://glints.com/vn/job-location/vietnam/ha-noi","","Không công khai"
"Data Analyst","https://glints.com/vn/opportunities/jobs/data-analyst/592b7722-8323-4638-a610-d3c1cfc0d4a0?utm_referrer=explore&traceInfo=6a5de7555806faf457d03d13832b4b5f","₫ 20-30 Tr","Việc làm fulltime","1 – 3 năm","Tối thiểu Cử Nhân","Python","+5","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/4ea0c5265faab6dc0e68ec3f43f8d001.jpeg","Viettel Cyber Security","https://glints.com/vn/companies/viettel-cyber-security/7d4ed919-9af9-44a8-8645-86fc53d048fd","Quận Nam Từ Liêm","https://glints.com/vn/job-location/vietnam/ha-noi/quan-nam-tu-liem","Hà Nội","https://glints.com/vn/job-location/vietnam/ha-noi","",""
"Human Resource","https://glints.com/vn/opportunities/jobs/human-resource/97357e3d-7a66-4999-a087-ebe589e6ebe9?utm_referrer=explore&traceInfo=6a5de7555806faf457d03d13832b4b5f","₫ 10-15 Tr","Việc làm fulltime","3 – 5 năm","Tối thiểu Cử Nhân","Administration","+4","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/4767758a750e75e270812cc607c7bb20.jpg","GO BEYOND","https://glints.com/vn/companies/go-beyond/170cee7a-58a4-4019-819e-7ed50efc22ee","Quận Thủ Đức","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-thu-duc","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","",""
"Senior Business Development Consultant","https://glints.com/vn/opportunities/jobs/senior-business-development-consultant/b63da8a8-57cf-40ff-a7a4-867b8d8c20d4?utm_referrer=explore&traceInfo=6a5de7555806faf457d03d13832b4b5f","₫ 10-40 Tr","Việc làm fulltime","1 – 3 năm","Tối thiểu Cử Nhân","Business Development","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/c623016ec895dbe2f4014bfc609fdc6c.jpg","Base.vn","https://glints.com/vn/companies/basevn/b4952b3e-6d4f-44b4-8014-73b798461541","Quận Mười","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-muoi","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","",""
"Automation Tester (Devops, Selenium)","https://glints.com/vn/opportunities/jobs/automation-tester-devops-selenium/f88569fe-7e14-4ab7-9f66-85c436cf4800?utm_referrer=explore&traceInfo=6a5de7555806faf457d03d13832b4b5f","","Việc làm fulltime","3 – 5 năm","Tối thiểu Cử Nhân","Robot Framework","+9","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/4af68f301940b42ba27c88c79f59161d.jpg","Công ty TNHH MiTek Việt Nam","https://glints.com/vn/companies/cong-ty-tnhh-mitek-viet-nam/d229f567-c2da-40a1-9bf7-60b8a7c5015f","Quận Bảy","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-bay","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","","Không công khai"
"Chương trình TTS Quản trị Tài năng 2026 (Management Trainee)","https://glints.com/vn/opportunities/jobs/chuong-trinh-tts-quan-tri-tai-nang-2026-management-trainee/aab0c575-41f3-442a-8497-1b81ef2ba2c5?utm_referrer=explore&traceInfo=6a5de7555806faf457d03d13832b4b5f","₫ 5-10 Tr","Việc làm fulltime","Tối thiểu Cử Nhân","IT Project Management","Business Development","+5","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/833a8ff1ec35ccc55639dd101136a115.png","Công ty Cổ phần Công nghệ UpBase","https://glints.com/vn/companies/cong-ty-co-phan-cong-nghe-upbase/aa540e82-0537-474a-a7d3-b4f64a908f43","Quận Thanh Xuân","https://glints.com/vn/job-location/vietnam/ha-noi/quan-thanh-xuan","Hà Nội","https://glints.com/vn/job-location/vietnam/ha-noi","",""
"Product Marketing (Bangkok based)","https://glints.com/vn/opportunities/jobs/product-marketing-bangkok-based/65b32179-cd8b-40ba-8f6a-688b80fb3378?utm_referrer=explore&traceInfo=6a5de7555806faf457d03d13832b4b5f","₫ 35-55 Tr","Việc làm fulltime","3 – 5 năm","Tối thiểu Trung Học Phổ Thông","Market Research","+2","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/d9357a2f4bd296b252ff8742309a8efc.png","CÔNG TY CỔ PHẦN THỰC PHẨM HỮU NGHỊ","https://glints.com/vn/companies/cong-ty-co-phan-thuc-pham-huu-nghi/a0cc7feb-325d-4428-a85e-4ef346d428a1","Quận Bảy","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-bay","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","",""
"Technical Quality Manual  (Bangkok based)","https://glints.com/vn/opportunities/jobs/technical-quality-manual-bangkok-based/c17eb0d5-4462-4524-9209-b866638893a5?utm_referrer=explore&traceInfo=6a5de7555806faf457d03d13832b4b5f","₫ 30-35 Tr","Việc làm fulltime","1 – 3 năm","Tối thiểu Cử Nhân","Software Testing","+2","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/d9357a2f4bd296b252ff8742309a8efc.png","CÔNG TY CỔ PHẦN THỰC PHẨM HỮU NGHỊ","https://glints.com/vn/companies/cong-ty-co-phan-thuc-pham-huu-nghi/a0cc7feb-325d-4428-a85e-4ef346d428a1","Quận Hai","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-hai","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","",""
"Test Engineer","https://glints.com/vn/opportunities/jobs/test-engineer/2ea2bb42-a635-42b1-85cc-ecf4e3a3552f?utm_referrer=explore&traceInfo=6a5de7555806faf457d03d13832b4b5f","₫ 30-35 Tr","Việc làm fulltime","1 – 3 năm","Tối thiểu Cử Nhân","Automation Testing","+2","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/d9357a2f4bd296b252ff8742309a8efc.png","CÔNG TY CỔ PHẦN THỰC PHẨM HỮU NGHỊ","https://glints.com/vn/companies/cong-ty-co-phan-thuc-pham-huu-nghi/a0cc7feb-325d-4428-a85e-4ef346d428a1","Quận Hai","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-hai","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","",""
"Business Analyst (Fresher/Junior)","https://glints.com/vn/opportunities/jobs/business-analyst-fresher-junior/b12b08df-edb2-4dd0-b4d1-f26a2efe7684?utm_referrer=explore&traceInfo=6a5de7555806faf457d03d13832b4b5f","","Việc làm fulltime","Tối thiểu Cử Nhân","Business Analysis","Teamwork","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/7fdbd1e0cc4078457146b8f946909400.jpeg","CÔNG TY TNHH MLTECH SOFT","https://glints.com/vn/companies/cong-ty-tnhh-mltech-soft/cb90f9c7-ebd0-4289-a46c-d6586a162c5c","Quận Tân Bình","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-tan-binh","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","","Không công khai"
"Tuyển dụng Tester","https://glints.com/vn/opportunities/jobs/tuyen-dung-tester/5c0a70f9-0ec6-4ba4-a7fb-b51cf4a65de2?utm_referrer=explore&traceInfo=6a5de7555806faf457d03d13832b4b5f","₫ 7-10 Tr","Việc làm fulltime","Tối thiểu Cao Đẳng","Software Testing","Strong Communication Skills","+4","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/77aa3a89ec61e8d6fe6735718ed153e5.jpg","Công ty TNHH Giải pháp phần mềm Doanh nghiệp 5S","https://glints.com/vn/companies/cong-ty-tnhh-giai-phap-phan-mem-doanh-nghiep-5s/704f1928-b3c4-47f8-9be5-e9ced9e8d793","Quận Bình Thạnh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-binh-thanh","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","",""
"Thực Tập Sinh Công Nghệ Thông Tin (Full time)","https://glints.com/vn/opportunities/jobs/thuc-tap-sinh-cong-nghe-thong-tin-full-time/b8dc1de8-e5fc-458e-b1dc-b59f21efdf1a?utm_referrer=explore&traceInfo=6a5de7555806faf457d03d13832b4b5f","₫ 4-15 Tr","Việc làm fulltime","Tối thiểu Trung Học Phổ Thông","Big Data Architecture","Software Development","+4","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/a03be43b8a555c5ab59c3e5541718f50.png","Công Nghệ Phần Mềm Nasani","https://glints.com/vn/companies/cong-nghe-phan-mem-nasani/62d4fbd1-c95e-4fb4-9938-fd748457efbd","Quận Mười Hai","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-muoi-hai","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","",""
"Business Analyst (BA)","https://glints.com/vn/opportunities/jobs/business-analyst-ba/114ed95a-45b8-46e4-bfde-50bef871a869?utm_referrer=explore&traceInfo=6a5de7555806faf457d03d13832b4b5f","₫ 10-20 Tr","Việc làm fulltime","3 – 5 năm","Tối thiểu Cao Đẳng","Business Process Improvement","+6","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/611466313c6db7a66759dd35aee5bfa3.jpg","CÔNG TY TNHH TMT SEN VÀNG VIỆT NAM","https://glints.com/vn/companies/cong-ty-tnhh-tmt-sen-vang-viet-nam/a957468d-b609-40f8-bb52-a2856331116a","Quận Thủ Đức","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-thu-duc","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","",""
"Admin Assistant Intern","https://glints.com/vn/opportunities/jobs/admin-assistant-intern/2fe45429-aa95-46ee-9476-a33db3d7eac7?utm_referrer=explore&traceInfo=6a5de7555806faf457d03d13832b4b5f","","Việc làm fulltime","Tối thiểu Bằng Liên Kết","Google Sheets","Data Entry","+8","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/e18af181973a5c333e342f25a6e43f74.png","Kobi Lighting Studio","https://glints.com/vn/companies/kobi-lighting-studio/c2b5aed2-ab1e-4438-8455-4372f37e26a2","Quận Thủ Đức","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-thu-duc","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","","Không công khai"
"ACCOUNT MANAGER","https://glints.com/vn/opportunities/jobs/account-manager/9716711f-638e-4122-bbc5-8c45c7f26a47?utm_referrer=explore&traceInfo=6a5de7555806faf457d03d13832b4b5f","","Việc làm fulltime","5 – 10 năm","Tối thiểu Cử Nhân","Business Planning","+24","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/dcb764f2832e7b10797e7edf767f620b.jpg","WEALLNET","https://glints.com/vn/companies/weallnet/bff83e64-d4e5-483e-82bf-d8051e741308","Quận Một","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-mot","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","","Không công khai"
"NHÂN VIÊN PHÒNG SƠN","https://glints.com/vn/opportunities/jobs/nhan-vien-phong-son/6f14de58-c292-4ad9-ad44-55a6a1e77a05?utm_referrer=explore&traceInfo=6a5de7555806faf457d03d13832b4b5f","₫ 10-13 Tr","Việc làm fulltime","1 – 3 năm","Tối thiểu Trung Học Phổ Thông","Technical Support","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/a24738a0100c240aedbe960eefd4c4ed.png","CÔNG TY CP KẾT NỐI NHÂN LỰC WORKLINK VIỆT NAM","https://glints.com/vn/companies/cong-ty-cp-ket-noi-nhan-luc-worklink-viet-nam/1802aeef-2140-4b85-8ba3-924c0fa356dd","Bến Cát","https://glints.com/vn/job-location/vietnam/binh-duong/ben-cat","Bình Dương","https://glints.com/vn/job-location/vietnam/binh-duong","",""
"Strategic Partneship","https://glints.com/vn/opportunities/jobs/strategic-partneship/2638d8f8-dc97-463d-b421-0f07ced5520e?utm_referrer=explore&traceInfo=6a5de7555806faf457d03d13832b4b5f","₫ 10-15 Tr","Việc làm fulltime","1 – 3 năm","Tối thiểu Cử Nhân","TikTok","+2","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/1d26dfef58455fb025c7ca0f28c814d9.jpg","Công ty TNHH Lim Digital Agency","https://glints.com/vn/companies/cong-ty-tnhh-lim-digital-agency/7eb40b89-fb07-4246-9279-ebd81d85670c","Quận Thủ Đức","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-thu-duc","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","",""
"Test Engineer","https://glints.com/vn/opportunities/jobs/test-engineer/4bd8745e-1fa9-4cc6-9370-f61194f551f9?utm_referrer=explore&traceInfo=6a5de7555806faf457d03d13832b4b5f","₫ 20-40 Tr","Hybrid","Việc làm fulltime","3 – 5 năm","Tối thiểu Bằng Liên Kết","+12","https://glints.com/images/default-company-logo.webp","CÔNG TY TNHH CÔNG NGHỆ TRUNG SƠN","https://glints.com/vn/companies/cong-ty-tnhh-cong-nghe-trung-son/52d0077a-d7fd-479f-8aa4-465655faa9bb","Quận Tân Bình","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-tan-binh","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","",""
"Test Engineer","https://glints.com/vn/opportunities/jobs/test-engineer/df325d25-8277-496a-bd39-aacc3b8eb441?utm_referrer=explore&traceInfo=6a5de7555806faf457d03d13832b4b5f","₫ 20-40 Tr","Hybrid","Việc làm fulltime","3 – 5 năm","Tối thiểu Bằng Liên Kết","+12","https://glints.com/images/default-company-logo.webp","CÔNG TY TNHH CÔNG NGHỆ TRUNG SƠN","https://glints.com/vn/companies/cong-ty-tnhh-cong-nghe-trung-son/52d0077a-d7fd-479f-8aa4-465655faa9bb","Quận Tân Bình","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-tan-binh","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","",""
"Event Coordinator (Intern)","https://glints.com/vn/opportunities/jobs/event-coordinator-intern/90da19d5-1b20-43b8-beeb-77db1de19159?utm_referrer=explore&traceInfo=6a5de7555806faf457d03d13832b4b5f","₫ 4 Tr","Việc làm fulltime","Tối thiểu Cao Đẳng","Event Operation","Event Management","+1","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/00a4c36ddd451d4da6e9b0c889462233.jpg","MindX Technology School","https://glints.com/vn/companies/mindx-technology-school/ea233f9b-66ab-45e1-804a-848c1635c284","Quận Một","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-mot","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","",""
"Manual Tester","https://glints.com/vn/opportunities/jobs/manual-tester/652a9dee-6efa-4dea-9c1f-39d1262e3af4?utm_referrer=explore&traceInfo=6a5de7555806faf457d03d13832b4b5f","₫ 20-40 Tr","Hybrid","Việc làm fulltime","3 – 5 năm","Tối thiểu Bằng Liên Kết","+8","https://glints.com/images/default-company-logo.webp","CÔNG TY TNHH CÔNG NGHỆ TRUNG SƠN","https://glints.com/vn/companies/cong-ty-tnhh-cong-nghe-trung-son/52d0077a-d7fd-479f-8aa4-465655faa9bb","Quận Tân Bình","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-tan-binh","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","",""
"SAP Functional Consultant Finance (FI/CO)","https://glints.com/vn/opportunities/jobs/sap-functional-consultant-finance-fi-co/d00a39fa-6e6c-4c8f-9a7d-87fc04dead35?utm_referrer=explore&traceInfo=6a5de7555806faf457d03d13832b4b5f","","Việc làm fulltime","3 – 5 năm","Tối thiểu Cử Nhân","Ecc","+2","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/ff969423712b2d6a50845c8d6815abc7.png","Cj Olivenetworks Vina Co., Ltd","https://glints.com/vn/companies/cj-olivenetworks-vina-co-ltd/0e00b00f-cc81-47d7-a2ad-efc739fe7edd","Quận Một","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-mot","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","","Không công khai"
"Shopify Front-end Developer Fulltime Salary upto 20M","https://glints.com/vn/opportunities/jobs/shopify-front-end-developer-fulltime-salary-upto-20m/e41a0a16-ff1a-4a99-97f8-86928718141e?utm_referrer=explore&traceInfo=6a5de7555806faf457d03d13832b4b5f","₫ 10-20 Tr","Việc làm fulltime","1 – 3 năm","Tối thiểu Cao Đẳng","HTML","+4","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/53c0d3e6a39948b581ab06990bc7f69d.png","Công ty TNHH Insights","https://glints.com/vn/companies/cong-ty-tnhh-insights/4059b11e-b1c9-4fea-83d5-bcfc177dcc0a","Quận Hai Bà Trưng","https://glints.com/vn/job-location/vietnam/ha-noi/quan-hai-ba-trung","Hà Nội","https://glints.com/vn/job-location/vietnam/ha-noi","",""
"JavaScript Developer","https://glints.com/vn/opportunities/jobs/javascript-developer/e63ebe23-2a41-4525-bfcb-37efe5d2c28b?utm_referrer=explore&traceInfo=6a5de7555806faf457d03d13832b4b5f","₫ 10-15 Tr","Việc làm fulltime","1 – 3 năm","Tối thiểu Cử Nhân","CSS","+4","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/53c0d3e6a39948b581ab06990bc7f69d.png","Công ty TNHH Insights","https://glints.com/vn/companies/cong-ty-tnhh-insights/4059b11e-b1c9-4fea-83d5-bcfc177dcc0a","Quận Hai Bà Trưng","https://glints.com/vn/job-location/vietnam/ha-noi/quan-hai-ba-trung","Hà Nội","https://glints.com/vn/job-location/vietnam/ha-noi","",""
"Influencers Marketing","https://glints.com/vn/opportunities/jobs/influencers-marketing/76399b66-a75f-4b8f-a976-0684335686ba?utm_referrer=explore&traceInfo=6a5de7555806faf457d03d13832b4b5f","₫ 13-17 Tr","Việc làm fulltime","1 – 3 năm","Tối thiểu Cao Đẳng","Digital Marketing","+4","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/a3ca850d382c36a4f7919ca2f8a6479a.png","YaoYao Vietnam Info Tech Limited Company","https://glints.com/vn/companies/yaoyao-vietnam-info-tech-limited-company/3663ec88-d36b-4ff7-9b23-a31f529aa2b8","Quận Phú Nhuận","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-phu-nhuan","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","",""
"Sale Admin","https://glints.com/vn/opportunities/jobs/sale-admin/c31c71ac-ec48-4e33-858b-d189ad83278b?utm_referrer=explore&traceInfo=8bfb0c8b065873f252e7e59c48575e3a","₫ 7,5-10 Tr","Việc làm fulltime","Tối thiểu Cao Đẳng","Customer Service","Administration","+2","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/02c099004be9fc4fa22e86ba80d325f8.png","CÔNG TY TNHH CÔNG NGHỆ VIHAT","https://glints.com/vn/companies/cong-ty-tnhh-cong-nghe-vihat/890c290d-d2c7-4405-bb35-32b36dbbb45d","Quận Thủ Đức","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-thu-duc","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","12 ngày trước",""
"Nhân viên lễ tân / Receptionist","https://glints.com/vn/opportunities/jobs/nhan-vien-le-tan-receptionist/4c145bb7-0376-4fbe-a36e-9a99192ec897?utm_referrer=explore&traceInfo=8bfb0c8b065873f252e7e59c48575e3a","₫ 10-10 Tr","Việc làm fulltime","1 – 3 năm","Tối thiểu Cao Đẳng","Data Entry","+5","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/7ed8752f865ea6adee632f1b8d458f37.png","Savills Vietnam Co. Ltd","https://glints.com/vn/companies/savills-vietnam-co-ltd/8d1b5b0b-e7fc-47c5-ad84-18d0e92950a7","Quận Một","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-mot","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","18 ngày trước",""
"Planning & Project Management Supervisor","https://glints.com/vn/opportunities/jobs/planning-and-project-management-supervisor/a2f84540-43b1-4489-a396-f848e5f9d2c7?utm_referrer=explore&traceInfo=8bfb0c8b065873f252e7e59c48575e3a","","Việc làm fulltime","3 – 5 năm","Tối thiểu Cử Nhân","Project Planning","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/1197546ff20c47c75cecaa7ac402e666.png","Yeah1 - Công Ty Cổ Phần Tập Đoàn Yeah1","https://glints.com/vn/companies/yeah1-cong-ty-co-phan-tap-doan-yeah1/ba4e8bf4-8018-4e8a-9d39-ce111f55e1af","Quận Một","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-mot","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","10 ngày trước","Không công khai"
